EntrezA	EntrezB	num_dbs	dbs
890.0	1026.0	2	dip,pid2
890.0	1027.0	2	dip,pid2
2308.0	23411.0	2	dip,pid2
2932.0	8312.0	2	dip,pid2
2932.0	581.0	2	dip,pid2
2932.0	3725.0	2	dip,pid2
2932.0	4609.0	2	dip,pid2
2932.0	5609.0	2	pid2,wan
2932.0	80895.0	2	pid2,wan
3320.0	367.0	2	dip,pid2
3320.0	1019.0	2	dip,pid2
3320.0	1147.0	2	dip,pid2
3320.0	2064.0	2	dip,pid2
3320.0	2268.0	2	dip,pid2
3320.0	3932.0	2	dip,pid2
3320.0	2908.0	2	dip,pid2
3320.0	10728.0	2	dip,pid2
3320.0	6714.0	2	dip,pid2
3320.0	7157.0	2	dip,pid2
3320.0	3326.0	2	pid2,wan
3320.0	3308.0	2	pid2,wan
3320.0	2597.0	2	pid2,wan
4193.0	367.0	2	dip,pid2
4193.0	1029.0	2	dip,pid2
4193.0	1616.0	2	dip,pid2
4193.0	2033.0	2	dip,pid2
4193.0	4194.0	2	dip,pid2
4193.0	5925.0	2	dip,pid2
4193.0	50484.0	2	dip,pid2
4193.0	7157.0	2	dip,pid2
4193.0	7161.0	2	dip,pid2
4193.0	7874.0	2	dip,pid2
2475.0	9776.0	2	dip,pid2
2475.0	598.0	2	dip,pid2
2475.0	2280.0	2	dip,wan
2475.0	5599.0	2	dip,pid2
2475.0	64223.0	2	dip,pid2
2475.0	6009.0	2	dip,pid2
2475.0	253260.0	2	dip,pid2
2475.0	57521.0	2	dip,pid2
2475.0	8408.0	2	dip,pid2
4084.0	6198.0	2	dip,pid2
5515.0	5518.0	3	dip,pid2,wan
5515.0	5520.0	3	dip,pid2,wan
5515.0	5527.0	2	dip,wan
5515.0	151648.0	2	dip,pid2
5515.0	5516.0	2	pid2,wan
5515.0	5525.0	2	pid2,wan
10393.0	29882.0	2	dip,wan
10393.0	29945.0	2	dip,wan
10393.0	51434.0	2	dip,wan
10393.0	8881.0	2	dip,wan
10393.0	8697.0	2	dip,wan
10393.0	246184.0	2	dip,wan
10393.0	996.0	2	dip,wan
29882.0	29945.0	2	dip,wan
29882.0	8881.0	2	dip,wan
29945.0	119504.0	2	dip,wan
29945.0	64682.0	2	dip,wan
29945.0	51433.0	2	dip,wan
29945.0	51434.0	2	dip,wan
29945.0	8881.0	2	dip,wan
29945.0	8697.0	2	dip,wan
29945.0	246184.0	2	dip,wan
29945.0	996.0	2	dip,wan
51434.0	119504.0	2	dip,wan
51434.0	64682.0	2	dip,wan
51434.0	8697.0	2	dip,wan
51434.0	246184.0	2	dip,wan
51434.0	996.0	2	dip,wan
8881.0	25847.0	2	dip,wan
8881.0	64682.0	2	dip,wan
8881.0	51433.0	2	dip,wan
8881.0	8697.0	2	dip,wan
8881.0	246184.0	2	dip,wan
8881.0	996.0	2	dip,wan
8697.0	119504.0	2	dip,wan
8697.0	996.0	2	dip,wan
246184.0	119504.0	2	dip,wan
246184.0	64682.0	2	dip,wan
996.0	119504.0	2	dip,wan
996.0	64682.0	2	dip,wan
119504.0	51433.0	2	dip,wan
119504.0	64682.0	2	dip,wan
51433.0	64682.0	2	dip,wan
285.0	7010.0	2	dip,pid2
317.0	842.0	2	dip,pid2
842.0	836.0	2	dip,pid2
842.0	840.0	2	dip,pid2
842.0	331.0	2	dip,pid2
324.0	50649.0	2	dip,pid2
324.0	1499.0	2	dip,pid2
50649.0	998.0	2	dip,pid2
1499.0	367.0	2	dip,pid2
1499.0	8312.0	2	dip,pid2
1499.0	8313.0	2	dip,pid2
1499.0	8945.0	2	dip,pid2
1499.0	25776.0	2	dip,pid2
1499.0	999.0	2	dip,pid2
1499.0	1000.0	2	dip,pid2
1499.0	1495.0	3	dip,pid2,wan
1499.0	1496.0	2	dip,wan
1499.0	1969.0	2	dip,pid2
1499.0	8826.0	2	dip,pid2
1499.0	3728.0	2	dip,pid2
1499.0	51176.0	2	dip,pid2
1499.0	8650.0	2	dip,pid2
1499.0	8607.0	2	dip,pid2
1499.0	10856.0	2	dip,pid2
1499.0	23411.0	2	dip,pid2
1499.0	6597.0	2	dip,pid2
1499.0	6714.0	2	dip,pid2
1499.0	6925.0	2	dip,pid2
1499.0	6934.0	2	dip,pid2
23385.0	51107.0	2	dip,pid2
23385.0	5663.0	2	dip,pid2
23385.0	55851.0	2	dip,pid2
51107.0	5663.0	2	dip,pid2
51107.0	55851.0	2	dip,pid2
5663.0	351.0	2	dip,pid2
5663.0	55851.0	2	dip,pid2
7520.0	200558.0	2	dip,pid2
7520.0	5591.0	3	dip,pid2,wan
7520.0	2547.0	3	dip,pid2,wan
351.0	4804.0	2	dip,pid2
4804.0	4803.0	2	dip,pid2
4804.0	4914.0	2	dip,pid2
9716.0	57461.0	2	dip,wan
9716.0	10450.0	2	dip,wan
9716.0	56949.0	2	dip,wan
57461.0	10450.0	2	dip,wan
57461.0	23450.0	2	dip,wan
57461.0	6627.0	2	dip,wan
57461.0	56949.0	2	dip,wan
10450.0	56949.0	2	dip,wan
367.0	672.0	2	dip,pid2
367.0	595.0	2	dip,pid2
367.0	2288.0	2	dip,pid2
367.0	2316.0	2	dip,pid2
367.0	3169.0	2	dip,pid2
367.0	3725.0	2	dip,pid2
367.0	10524.0	2	dip,pid2
367.0	23028.0	2	dip,pid2
367.0	10499.0	2	dip,pid2
367.0	8031.0	2	dip,pid2
367.0	7182.0	2	dip,pid2
367.0	5585.0	2	dip,pid2
367.0	25803.0	2	dip,pid2
367.0	7041.0	2	dip,pid2
367.0	7110.0	2	dip,pid2
367.0	7329.0	2	dip,pid2
367.0	7337.0	2	dip,pid2
672.0	6790.0	2	dip,pid2
672.0	571.0	2	dip,pid2
672.0	580.0	2	dip,pid2
672.0	675.0	2	dip,pid2
672.0	83990.0	2	dip,pid2
672.0	1487.0	2	dip,pid2
672.0	1869.0	2	dip,pid2
672.0	3726.0	2	dip,pid2
672.0	3727.0	2	dip,pid2
672.0	3725.0	2	dip,pid2
672.0	8543.0	2	dip,pid2
672.0	4361.0	2	dip,pid2
672.0	4609.0	2	dip,pid2
672.0	79728.0	2	dip,pid2
672.0	5888.0	2	dip,pid2
672.0	5932.0	2	dip,pid2
672.0	6117.0	2	dip,pid2
672.0	11073.0	2	dip,pid2
672.0	7157.0	2	dip,pid2
672.0	22974.0	2	dip,pid2
672.0	51720.0	2	dip,pid2
595.0	896.0	2	dip,pid2
595.0	999.0	2	dip,pid2
595.0	983.0	2	dip,pid2
595.0	1017.0	2	dip,pid2
595.0	1019.0	2	dip,pid2
595.0	1021.0	2	dip,pid2
595.0	1026.0	2	dip,pid2
595.0	1027.0	2	dip,pid2
595.0	8454.0	2	dip,pid2
595.0	8841.0	2	dip,pid2
595.0	6500.0	2	dip,pid2
595.0	6714.0	2	dip,pid2
372.0	1315.0	2	dip,wan
372.0	22820.0	2	dip,wan
1315.0	22820.0	2	dip,wan
1315.0	22818.0	2	dip,wan
22820.0	22818.0	2	dip,wan
374.0	1956.0	2	dip,pid2
1956.0	685.0	2	dip,pid2
1956.0	868.0	2	dip,pid2
1956.0	867.0	2	dip,pid2
1956.0	1950.0	2	dip,pid2
1956.0	2064.0	2	dip,pid2
1956.0	2065.0	2	dip,pid2
1956.0	2885.0	2	dip,pid2
1956.0	9146.0	2	dip,pid2
1956.0	4233.0	2	dip,pid2
1956.0	7879.0	2	dip,pid2
1956.0	6464.0	2	dip,pid2
1956.0	6642.0	2	dip,pid2
1956.0	6654.0	2	dip,pid2
1956.0	7039.0	2	dip,pid2
375.0	7203.0	2	dip,wan
375.0	908.0	2	dip,wan
375.0	9266.0	2	dip,pid2
375.0	5337.0	2	pid2,wan
375.0	55738.0	2	pid2,wan
375.0	381.0	2	pid2,wan
375.0	8766.0	2	pid2,wan
7203.0	10576.0	2	dip,wan
7203.0	10575.0	2	dip,wan
7203.0	22948.0	2	dip,wan
7203.0	908.0	2	dip,wan
7203.0	10693.0	2	dip,wan
7203.0	10574.0	2	dip,wan
7203.0	10694.0	2	dip,wan
7203.0	6950.0	2	dip,wan
908.0	10576.0	2	dip,wan
908.0	10693.0	2	dip,wan
908.0	10574.0	2	dip,wan
9266.0	382.0	2	dip,pid2
9266.0	9265.0	2	dip,pid2
382.0	9265.0	2	dip,pid2
382.0	9727.0	2	dip,pid2
9727.0	8766.0	2	dip,pid2
10564.0	10565.0	2	dip,pid2
392.0	998.0	2	dip,pid2
998.0	8874.0	2	dip,pid2
998.0	10458.0	2	dip,pid2
998.0	8826.0	2	dip,pid2
998.0	81565.0	2	dip,pid2
998.0	5058.0	2	dip,pid2
998.0	5829.0	2	dip,pid2
998.0	5879.0	2	dip,pid2
998.0	7454.0	2	dip,pid2
998.0	10298.0	2	pid2,wan
998.0	396.0	2	pid2,wan
998.0	5906.0	2	pid2,wan
998.0	5908.0	2	pid2,wan
397.0	836.0	2	dip,pid2
397.0	387.0	2	pid2,wan
836.0	637.0	2	dip,pid2
836.0	839.0	2	dip,pid2
836.0	841.0	2	dip,pid2
836.0	142.0	2	dip,pid2
836.0	331.0	2	dip,pid2
387.0	9826.0	2	dip,pid2
387.0	1027.0	2	dip,pid2
387.0	23002.0	2	dip,pid2
387.0	396.0	2	pid2,wan
387.0	7204.0	2	pid2,wan
387.0	398.0	2	pid2,wan
387.0	5049.0	2	pid2,wan
8874.0	5879.0	2	dip,pid2
5879.0	1535.0	2	dip,pid2
5879.0	1536.0	2	dip,pid2
5879.0	1794.0	2	dip,pid2
5879.0	9844.0	2	dip,pid2
5879.0	27035.0	2	dip,pid2
5879.0	5058.0	2	dip,pid2
5879.0	5330.0	2	dip,pid2
5879.0	57580.0	2	dip,pid2
5879.0	5910.0	2	dip,pid2
5879.0	7204.0	2	dip,pid2
5879.0	1793.0	2	pid2,wan
5879.0	389.0	2	pid2,wan
6597.0	8289.0	2	dip,wan
6597.0	6598.0	3	dip,pid2,wan
6597.0	6599.0	3	dip,pid2,wan
6597.0	6601.0	3	dip,pid2,wan
6597.0	6602.0	3	dip,pid2,wan
6597.0	6603.0	2	dip,wan
6597.0	6604.0	2	dip,wan
6597.0	6605.0	3	dip,pid2,wan
8289.0	6598.0	2	dip,wan
6598.0	6601.0	2	dip,wan
6598.0	6603.0	2	dip,wan
6598.0	6604.0	2	dip,wan
6598.0	6605.0	3	dip,pid2,wan
29117.0	196528.0	2	dip,wan
29117.0	55193.0	2	dip,wan
196528.0	55193.0	2	dip,wan
3725.0	467.0	2	dip,pid2
3725.0	468.0	2	dip,pid2
3725.0	2354.0	2	dip,pid2
3725.0	2353.0	2	dip,pid2
3725.0	8061.0	2	dip,pid2
3725.0	2355.0	2	dip,pid2
3725.0	3726.0	2	dip,pid2
3725.0	3727.0	2	dip,pid2
3725.0	5602.0	2	dip,pid2
3725.0	5594.0	2	dip,pid2
3725.0	5599.0	2	dip,pid2
3725.0	5601.0	2	dip,pid2
3725.0	9112.0	2	dip,pid2
3725.0	4773.0	2	dip,pid2
3725.0	5970.0	2	dip,pid2
3725.0	6908.0	2	dip,pid2
10524.0	2099.0	2	dip,pid2
10524.0	3065.0	2	dip,pid2
10524.0	4149.0	2	dip,pid2
10524.0	8607.0	2	dip,pid2
10524.0	6667.0	2	dip,pid2
23028.0	3065.0	3	dip,pid2,wan
23028.0	3066.0	2	dip,wan
23028.0	5925.0	2	dip,pid2
23028.0	23186.0	2	dip,wan
23028.0	6774.0	2	dip,pid2
23028.0	6929.0	2	dip,pid2
10499.0	2099.0	2	dip,pid2
10499.0	5914.0	2	dip,pid2
10499.0	6256.0	2	dip,pid2
10499.0	7421.0	2	dip,pid2
405.0	2034.0	2	dip,pid2
405.0	3091.0	2	dip,pid2
3091.0	79365.0	2	dip,pid2
3091.0	54583.0	2	dip,pid2
3091.0	2033.0	2	dip,pid2
3091.0	55662.0	2	dip,pid2
3091.0	4851.0	2	dip,pid2
3091.0	7428.0	2	dip,pid2
406.0	5187.0	2	dip,pid2
5187.0	1454.0	2	dip,pid2
5187.0	8864.0	2	dip,pid2
408.0	6714.0	2	dip,pid2
6714.0	1909.0	2	dip,pid2
6714.0	2099.0	2	dip,pid2
6714.0	355.0	2	dip,pid2
6714.0	2534.0	2	dip,pid2
6714.0	3932.0	2	dip,pid2
6714.0	4846.0	2	dip,pid2
6714.0	5295.0	2	dip,pid2
6714.0	5335.0	2	dip,pid2
6714.0	6386.0	2	dip,pid2
6714.0	6464.0	2	dip,pid2
6714.0	7052.0	2	dip,pid2
6714.0	7525.0	2	dip,pid2
7329.0	5905.0	2	dip,pid2
7329.0	7341.0	3	dip,pid2,wan
7329.0	3178.0	2	pid2,wan
7337.0	2099.0	2	dip,pid2
468.0	8061.0	2	dip,pid2
8061.0	3727.0	2	dip,pid2
9776.0	9821.0	2	dip,pid2
9776.0	8408.0	2	dip,pid2
9821.0	8408.0	2	dip,pid2
8408.0	57521.0	2	dip,pid2
9474.0	55054.0	2	dip,wan
4683.0	9656.0	2	dip,pid2
4683.0	4361.0	2	dip,pid2
4683.0	10111.0	3	dip,pid2,wan
4683.0	5932.0	2	dip,pid2
4851.0	55294.0	2	dip,pid2
4851.0	182.0	2	dip,pid2
4851.0	9794.0	2	dip,pid2
4851.0	3516.0	2	dip,pid2
6118.0	6117.0	3	dip,pid2,wan
6118.0	6119.0	2	dip,wan
6118.0	2547.0	2	dip,wan
7157.0	581.0	2	dip,pid2
7157.0	598.0	2	dip,pid2
7157.0	983.0	2	dip,pid2
7157.0	1029.0	2	dip,pid2
7157.0	1387.0	2	dip,pid2
7157.0	1616.0	2	dip,pid2
7157.0	1655.0	2	dip,pid2
7157.0	54487.0	2	dip,pid2
7157.0	29102.0	2	dip,pid2
7157.0	2033.0	2	dip,pid2
7157.0	3065.0	2	dip,pid2
7157.0	3066.0	2	dip,pid2
7157.0	3551.0	2	dip,pid2
7157.0	4194.0	2	dip,pid2
7157.0	10848.0	2	dip,pid2
7157.0	25898.0	2	dip,pid2
7157.0	50484.0	2	dip,pid2
7157.0	80854.0	2	dip,pid2
7157.0	23411.0	2	dip,pid2
7157.0	56950.0	2	dip,pid2
7157.0	6667.0	2	dip,pid2
7157.0	6613.0	2	dip,pid2
7157.0	6880.0	2	dip,pid2
7157.0	7159.0	2	dip,pid2
7157.0	8626.0	2	dip,pid2
7157.0	7874.0	2	dip,pid2
526.0	9114.0	2	dip,wan
545.0	84126.0	2	dip,pid2
545.0	1111.0	2	dip,pid2
545.0	2177.0	2	dip,pid2
545.0	55215.0	2	dip,pid2
545.0	6117.0	2	dip,pid2
1111.0	993.0	2	dip,pid2
1111.0	995.0	2	dip,pid2
2177.0	2175.0	2	dip,pid2
2177.0	55215.0	2	dip,pid2
2177.0	6117.0	2	dip,pid2
6117.0	675.0	2	dip,pid2
6117.0	83990.0	2	dip,pid2
6117.0	5888.0	2	dip,pid2
6117.0	6119.0	2	dip,wan
6311.0	23435.0	2	dip,wan
332.0	6790.0	2	dip,pid2
332.0	9212.0	2	dip,pid2
332.0	55143.0	2	dip,pid2
332.0	3619.0	2	dip,pid2
6790.0	79866.0	2	dip,pid2
6790.0	983.0	2	dip,pid2
6790.0	3184.0	2	dip,wan
6790.0	3619.0	2	dip,pid2
6790.0	5347.0	2	dip,pid2
6790.0	22974.0	2	dip,pid2
6790.0	10592.0	2	pid2,wan
79866.0	5347.0	2	dip,pid2
983.0	891.0	3	dip,pid2,wan
983.0	9133.0	3	dip,pid2,wan
983.0	898.0	2	dip,pid2
983.0	990.0	2	dip,pid2
983.0	1017.0	2	dip,pid2
983.0	1022.0	2	dip,pid2
983.0	1027.0	2	dip,pid2
983.0	1163.0	3	dip,pid2,wan
3619.0	9212.0	2	dip,pid2
3619.0	55143.0	2	dip,pid2
5347.0	995.0	2	dip,pid2
5347.0	990.0	2	dip,pid2
5347.0	79682.0	2	dip,pid2
5347.0	11200.0	2	dip,pid2
5347.0	1894.0	2	dip,pid2
5347.0	9055.0	2	dip,pid2
9212.0	55143.0	2	dip,pid2
9212.0	23397.0	2	dip,pid2
9212.0	151648.0	2	dip,pid2
55143.0	151648.0	2	dip,pid2
23397.0	10592.0	3	dip,pid2,wan
23397.0	64151.0	2	pid2,wan
23397.0	9918.0	2	pid2,wan
23397.0	10051.0	2	pid2,wan
151648.0	23468.0	2	dip,pid2
151648.0	10735.0	2	dip,pid2
8312.0	1856.0	2	dip,pid2
8312.0	4040.0	2	dip,pid2
4040.0	22943.0	2	dip,pid2
4040.0	27123.0	2	dip,pid2
4040.0	3487.0	2	dip,pid2
4040.0	50964.0	2	dip,pid2
4040.0	89780.0	2	dip,pid2
10458.0	2059.0	2	dip,pid2
578.0	581.0	2	dip,pid2
578.0	10018.0	2	dip,pid2
578.0	598.0	2	dip,pid2
578.0	637.0	2	dip,pid2
578.0	4170.0	2	dip,pid2
581.0	10018.0	2	dip,pid2
581.0	598.0	2	dip,pid2
581.0	599.0	2	dip,pid2
581.0	596.0	2	dip,pid2
581.0	637.0	2	dip,pid2
581.0	4170.0	2	dip,pid2
598.0	27113.0	2	dip,pid2
598.0	596.0	2	dip,pid2
598.0	637.0	2	dip,pid2
598.0	841.0	2	dip,pid2
598.0	4170.0	2	dip,pid2
598.0	7159.0	2	dip,pid2
637.0	596.0	2	dip,pid2
637.0	4170.0	2	dip,pid2
4170.0	596.0	2	dip,pid2
596.0	3708.0	2	dip,pid2
596.0	7159.0	2	dip,pid2
8915.0	8945.0	2	dip,pid2
8915.0	84433.0	2	dip,pid2
8915.0	3551.0	2	dip,pid2
8915.0	8517.0	2	dip,pid2
8915.0	10892.0	2	dip,pid2
8945.0	8454.0	2	dip,pid2
8945.0	23291.0	2	dip,pid2
8945.0	3551.0	2	dip,pid2
8945.0	6500.0	2	dip,pid2
84433.0	3551.0	2	dip,pid2
84433.0	10892.0	2	dip,pid2
84433.0	11184.0	2	dip,pid2
3551.0	1147.0	2	dip,pid2
3551.0	8517.0	2	dip,pid2
3551.0	10892.0	2	dip,pid2
3551.0	9020.0	2	dip,pid2
3551.0	6885.0	2	dip,pid2
3551.0	4792.0	2	dip,pid2
3551.0	4793.0	2	dip,pid2
3551.0	23118.0	2	dip,pid2
3551.0	7128.0	2	dip,pid2
3551.0	23043.0	2	dip,pid2
3551.0	8717.0	2	dip,pid2
3551.0	7189.0	2	dip,pid2
8517.0	1147.0	2	dip,pid2
8517.0	9020.0	2	dip,pid2
8517.0	4790.0	2	dip,pid2
8517.0	4792.0	2	dip,pid2
8517.0	4793.0	2	dip,pid2
841.0	8837.0	2	dip,pid2
841.0	8772.0	2	dip,pid2
841.0	356.0	2	dip,pid2
841.0	355.0	2	dip,pid2
841.0	8737.0	2	dip,pid2
841.0	7128.0	2	dip,pid2
841.0	8743.0	2	dip,pid2
7159.0	8626.0	2	dip,pid2
7159.0	7161.0	2	dip,pid2
604.0	9612.0	2	dip,pid2
9612.0	8841.0	2	dip,pid2
9612.0	5914.0	2	dip,pid2
9612.0	23013.0	2	dip,pid2
627.0	4908.0	2	dip,pid2
627.0	4915.0	2	dip,pid2
627.0	6272.0	2	dip,pid2
4908.0	4916.0	2	dip,pid2
6272.0	4803.0	2	dip,pid2
329.0	7323.0	2	dip,pid2
641.0	80010.0	2	dip,pid2
641.0	7156.0	2	dip,pid2
80010.0	7156.0	2	dip,pid2
650.0	657.0	2	dip,pid2
650.0	659.0	2	dip,pid2
650.0	56963.0	2	dip,pid2
657.0	659.0	2	dip,pid2
659.0	652.0	2	dip,pid2
659.0	655.0	2	dip,pid2
673.0	3265.0	2	dip,pid2
673.0	8826.0	2	dip,pid2
673.0	5604.0	2	dip,pid2
673.0	5894.0	2	dip,pid2
3265.0	5599.0	2	dip,pid2
3265.0	5894.0	2	dip,pid2
3265.0	9610.0	2	dip,pid2
3265.0	6654.0	2	dip,pid2
8826.0	1000.0	2	dip,pid2
5604.0	5594.0	2	dip,pid2
5604.0	5894.0	2	dip,pid2
5604.0	5781.0	2	pid2,wan
5894.0	8844.0	2	dip,pid2
5894.0	5037.0	2	dip,pid2
5894.0	5900.0	2	dip,pid2
5894.0	7529.0	2	dip,pid2
5894.0	7534.0	2	dip,pid2
675.0	83990.0	2	dip,pid2
675.0	79728.0	2	dip,pid2
675.0	5888.0	2	dip,pid2
83990.0	79728.0	2	dip,pid2
1487.0	1488.0	2	dip,wan
1487.0	5932.0	2	dip,pid2
1869.0	1029.0	2	dip,pid2
1869.0	3065.0	2	dip,pid2
1869.0	4790.0	2	dip,pid2
1869.0	142.0	2	dip,pid2
1869.0	5925.0	2	dip,pid2
1869.0	6908.0	2	dip,pid2
1869.0	7027.0	2	dip,pid2
1869.0	7029.0	2	dip,pid2
1869.0	11073.0	2	dip,pid2
3726.0	2354.0	2	dip,pid2
3726.0	2353.0	2	dip,pid2
3726.0	2355.0	2	dip,pid2
3727.0	5602.0	2	dip,pid2
4361.0	9656.0	2	dip,pid2
4361.0	10111.0	3	dip,pid2,wan
4361.0	5932.0	2	dip,pid2
4361.0	2547.0	2	pid2,wan
4609.0	990.0	2	dip,pid2
4609.0	2648.0	2	dip,pid2
4609.0	9314.0	2	dip,pid2
4609.0	4149.0	2	dip,pid2
4609.0	4869.0	2	dip,pid2
4609.0	5204.0	2	dip,pid2
4609.0	5300.0	2	dip,pid2
4609.0	10856.0	2	dip,pid2
4609.0	8464.0	2	dip,pid2
4609.0	6883.0	2	dip,pid2
4609.0	6880.0	2	dip,pid2
4609.0	8295.0	2	dip,pid2
4609.0	7528.0	2	dip,pid2
5888.0	5111.0	2	dip,pid2
5888.0	5932.0	2	dip,pid2
5932.0	10111.0	2	dip,pid2
5932.0	5925.0	2	dip,pid2
5932.0	5934.0	2	dip,pid2
11073.0	5883.0	2	dip,pid2
51720.0	9656.0	2	dip,pid2
8019.0	23476.0	2	dip,wan
8454.0	8452.0	2	dip,wan
8454.0	9978.0	2	dip,wan
8454.0	6500.0	2	dip,pid2
