,AUPRC
Well Differentiated Oligodendroglioma,0.10835907981068629
Adrenocortical carcinoma,0.13492089630397203
ST segment elevation myocardial infarction,0.07929620835764667
Refractory Cytopenia of Childhood,0.15321431885862322
oligodendroglioma,0.10864930685571085
Primary Myelofibrosis,0.18961716418764252
Malignant neoplasm of brain,0.14886403417515903
TARSAL-CARPAL COALITION SYNDROME,0.1436530252294374
Gonorrhea,0.15577516988603599
Premature Menopause,0.11105846862012939
Malignant Peripheral Nerve Sheath Tumor,0.16685212044886275
Clear-cell metastatic renal cell carcinoma,0.09710081236771018
Giant Cell Arteritis,0.18998840887203666
"Cleft palate, isolated",0.11851082011966789
Mucosa-Associated Lymphoid Tissue Lymphoma,0.15395854622402905
Promyelocytic leukemia,0.1405218402720762
Alopecia,0.11423435658610312
Papilloma,0.15726397309831142
insulinoma,0.1374588093958572
Atherosclerotic lesion,0.0963977415344084
Nephritis,0.13942064104451257
Hereditary hemochromatosis,0.13323528989581626
Melanocytic nevus,0.14977116649269334
"Lichen Planus, Oral",0.19854278940039383
Primary sclerosing cholangitis,0.14186423540648713
Vasculitis,0.12585533855191483
Cone-Rod Dystrophy 2,0.07927975741672656
Sensorineural Hearing Loss (disorder),0.04840048565007191
Malignant neoplasm of testis,0.07925554935657583
Focal glomerulosclerosis,0.11137543159831093
Androgen-Insensitivity Syndrome,0.09911350776992978
Basal-Like Breast Carcinoma,0.18319197458121889
Senile Plaques,0.08615588021802538
Kidney Neoplasm,0.10743768235321688
Differentiated Thyroid Gland Carcinoma,0.09798192113659415
Superficial ulcer,0.11603409984255558
Chronic graft-versus-host disease,0.09942163804150214
"PARKINSON DISEASE, LATE-ONSET",0.07390331688199141
Ductal Carcinoma,0.15032623213927834
MIXED LINEAGE LEUKEMIA,0.12236539759257756
"Leukoencephalopathy, Progressive Multifocal",0.1531599695313358
Lewy Body Disease,0.11772984245208853
Muscular Dystrophy,0.04171631565324219
Erythroleukemia (Erythroid/Myeloid),0.12049771628502379
Eclampsia,0.13692969299959154
Adult Erythroleukemia,0.12546817120734033
"Liver Failure, Acute",0.15881109383040434
Iron Overload,0.13217702820754354
bone destruction,0.14426148282547094
Psoriasis vulgaris,0.11157686713191009
Adult Classical Hodgkin Lymphoma,0.182826656147163
"Leukemia, B-Cell",0.11694262027418979
Familial lichen amyloidosis,0.11522508346398858
Aortic Aneurysm,0.15100089081603496
PATENT DUCTUS ARTERIOSUS 1,0.13908353221232417
Rett Syndrome,0.06423175363178564
Bacteremia,0.1057984398788742
Ependymoma,0.09145167283034886
Dermatomyositis,0.11599468279665304
Hyperhomocysteinemia,0.11094381196078378
Adenoid Cystic Carcinoma,0.14172746571402414
Chronic heart failure,0.09187940163919134
MRSA - Methicillin resistant Staphylococcus aureus infection,0.05864215891215798
Merkel cell carcinoma,0.11355706871742635
Monoclonal Gammopathy of Undetermined Significance,0.13255077429072637
Borderline Personality Disorder,0.06378345796742177
Adult type dermatomyositis,0.12400191668639775
Pseudohyperkalemia Cardiff,0.0981579579607948
Hypertrophic obstructive cardiomyopathy,0.07174995775594996
Deep Vein Thrombosis,0.16357410646934453
Aplastic Anemia,0.12887942857417312
Childhood Acute Myeloid Leukemia,0.0868157342729077
Prostatic Intraepithelial Neoplasias,0.1306159213770252
"Carcinoma, Endometrioid",0.08675338044423798
"Alzheimer disease, familial, type 3",0.11678448087169054
Cyst,0.08710405856079753
"Thrombocythemia, Essential",0.16580788747808067
Carotid Atherosclerosis,0.09465129328685762
Central Serous Chorioretinopathy,0.13715292274712312
Thyroid associated opthalmopathies,0.17202950154862898
Brain Ischemia,0.10803583451534998
Pick Disease of the Brain,0.07191692347209877
Skin Erosion,0.11371640699179815
Endometrial adenocarcinoma,0.13707851207993962
Cholera,0.07391079068148586
Uveitis,0.13626509672374304
"PIGMENTARY DISORDER, RETICULATE, WITH SYSTEMIC MANIFESTATIONS",0.13117960743344473
PACHYONYCHIA CONGENITA 3,0.169420099881864
"Multiple Sclerosis, Relapsing-Remitting",0.12216877950242588
"Carcinoma, Papillary",0.11749450513178351
Hyperplastic Polyp,0.10830904167653842
Hyperthyroidism,0.1070721384833665
Agnosia for Pain,0.07143206551314091
leiomyosarcoma,0.13657901277932447
Alcohol Use Disorder,0.0670510753838055
Rhinovirus infection,0.15691397055686263
Childhood asthma,0.11764056969986808
"Obesity, Morbid",0.08739083901583763
"Niemann-Pick Disease, Type C",0.11969707483626307
"Stress, Psychological",0.0894451678393316
"Gastritis, Atrophic",0.11481941423135844
"Ichthyosis, X-Linked",0.14461337351687426
Chagas Disease,0.09832635681481584
Adult Synovial Sarcoma,0.1847171755238043
Neointimal hyperplasia,0.11768451619674222
Hyperlipoproteinemia Type IIa,0.08495960383613546
Childhood Synovial Sarcoma,0.18204257516890043
"Dementia, Vascular",0.12829186582020363
Charcot-Marie-Tooth Disease,0.03814801028138877
Retinopathy of Prematurity,0.10089611179902493
Henoch-Schoenlein Purpura,0.08749046483305768
liposarcoma,0.16495635395838046
Frontotemporal Lobar Degeneration,0.04884813697142649
"Leishmaniasis, Visceral",0.12525389496242267
Leishmaniasis,0.10994742723865616
"Hepatitis, Chronic",0.13743220659111752
Oligospermia,0.07766729750525575
Hemangioma,0.16536704875203198
Prediabetes syndrome,0.0722422360628227
Skin Carcinogenesis,0.1647664140859384
Diabetic Cardiomyopathies,0.13110782862576492
Cerebral Palsy,0.0857244746848993
Rheumatism,0.09268185464972001
Fragile X Syndrome,0.054871559629757545
Zika Virus Infection,0.08697638421682662
Ductal Breast Carcinoma,0.13912814209237495
Hydrocephalus,0.07910330356019096
Glycogen storage disease type II,0.07278831183226547
Malignant Squamous Cell Neoplasm,0.12284765095830724
Myopia,0.1278538761865062
androgen independent prostate cancer,0.19439626336666824
Pterygium,0.18456354304973582
Aortic Valve Stenosis,0.11097373355906225
Glomerulosclerosis (disorder),0.12686858715127494
Myositis,0.07448224152374892
Anorexia Nervosa,0.07537614265792683
Intraepithelial Neoplasia,0.11249074930956969
Peripheral T-Cell Lymphoma,0.14218172038562077
Pancreatic intraepithelial neoplasia,0.10202668688537837
"Carcinoma, Lewis Lung",0.13771709414338884
Breast adenocarcinoma,0.1283250793140995
Anaplastic astrocytoma,0.12201265896453847
"Cicatrix, Hypertrophic",0.18279937293286402
Kidney Calculi,0.07186483283057558
Sporadic Breast Carcinoma,0.1566528265822107
Inflammatory Breast Carcinoma,0.15837819276907722
Familial Alzheimer Disease (FAD),0.11333213705591312
Drug Resistant Epilepsy,0.05624088127596054
Pancytopenia,0.10228668078624041
beta Thalassemia,0.05385039526030315
Steroid Sulfatase Deficiency Disease,0.15051119937018698
Liver Failure,0.09426089134164657
Azoospermia,0.05093979131368676
Atrial Premature Complexes,0.1426524347867991
Systemic Inflammatory Response Syndrome,0.084682021033176
MYOTONIC DYSTROPHY 1,0.09135462763888459
"Carcinoma, Small Cell",0.11254496446486473
Iron deficiency,0.08482416944236476
Hypoxic-Ischemic Encephalopathy,0.08939887333728043
Sporadic Parkinson disease,0.09430420220151638
Prolactinoma,0.1256699540445354
Cleft Palate,0.07909284245927703
Neurilemmoma,0.12932658411071007
"Hypercholesterolemia, Familial",0.08880210780187843
Respiratory Failure,0.054017428570744846
Lymphopenia,0.10796022094085446
"Neuroectodermal Tumor, Primitive",0.09634726259705229
trachomatis,0.10107192585701172
Pneumocystis jiroveci pneumonia,0.1369882866317555
Malignant Childhood Neoplasm,0.08458967695510143
"Breast Cancer, Familial",0.2003965557550116
Juvenile Myelomonocytic Leukemia,0.14457155211690811
Uranostaphyloschisis,0.08039595048470999
Polymyositis,0.11624130671014758
Testicular Germ Cell Tumor,0.09523896613018108
Congenital atresia of extrahepatic bile duct,0.11959979122468932
Leprosy,0.11424329991649916
Motor Neuron Disease,0.06118515293418635
HER2 gene amplification,0.15136229161370385
Von Hippel-Lindau Syndrome,0.1416274528792283
Peritoneal dissemination,0.09791145444311132
Hurthle Cell Tumor,0.07699591071559136
Pterygium Of Conjunctiva And Cornea,0.17604369926635322
Sezary Syndrome,0.14771191148784366
Biliary Atresia,0.12099762597182055
Pterygium of eye,0.1795966776307837
Limb ischemia,0.11917731241537174
Thyroid Gland Follicular Adenoma,0.09993998406587398
Ameloblastoma,0.1699470535452097
Severe Sepsis,0.10462640285090483
Oral Cavity Carcinoma,0.09780916940044779
Primary differentiated carcinoma of thyroid gland,0.07503531007861211
Prader-Willi Syndrome,0.05037086942616798
Progressive supranuclear palsy,0.09288122588552575
Childhood Soft Tissue Sarcoma,0.12973777189491884
Bilateral cataracts (disorder),0.06982804543484242
Obsessive-Compulsive Disorder,0.060531518351877624
Lyme Disease,0.0895533605870816
Complicated malaria,0.10972769554898067
Infection by Cryptococcus neoformans,0.06804353190488294
Primary Effusion Lymphoma,0.12682418803763318
Eosinophilic esophagitis,0.09079294053206043
Biliary Tract Cancer,0.11519563720394482
"Hemorrhagic Fever, Ebola",0.07438414302092464
Gilles de la Tourette syndrome,0.0872857468054666
West Nile viral infection,0.09581379650865593
Keratoconus,0.08254810357688608
"Osteoporosis, Postmenopausal",0.0839936705962661
Teratoma,0.10914785371960935
Ventricular arrhythmia,0.06042036311631557
Gastroesophageal reflux disease,0.07091187106765928
Nicotine Dependence,0.0593083586875511
Common Variable Immunodeficiency,0.13499176955310485
Adult Soft Tissue Sarcoma,0.11965247357746275
Hereditary Nonpolyposis Colorectal Cancer,0.1394613197132808
Microphthalmos,0.08607426302078372
Severe intellectual disability,0.05339178630711669
Agenesis,0.07348692059422383
Paraganglioma,0.08159437984731818
Waldenstrom Macroglobulinemia,0.15697910598300654
Non-Metastatic Childhood Soft Tissue Sarcoma,0.12301319962985625
HER2-negative breast cancer,0.1312346252258595
Adult Acute Myeloblastic Leukemia,0.08009083028853599
Turner Syndrome,0.05778909490556961
DOSAGE-SENSITIVE SEX REVERSAL,0.11587283253564933
Embryonal Carcinoma,0.0737568434370829
MAJOR AFFECTIVE DISORDER 2,0.0646055560142892
Dejerine-Sottas Disease (disorder),0.12406729218606183
Amnesia,0.09087197466327114
Extrapulmonary Small Cell Carcinoma,0.06984032915678919
Hereditary pancreatitis,0.08567391562293268
Failure to Thrive,0.0554363887961889
Miller Dieker syndrome,0.09724215934565474
beta^+^ Thalassemia,0.045415824119953124
"Leukemia, Myelomonocytic, Chronic",0.11128603394266229
Idiopathic pulmonary hypertension,0.10383687396199517
Primary central nervous system lymphoma,0.09090149715283959
Primary Ciliary Dyskinesia,0.05893382544363135
Hyperuricemia,0.05460422316000181
Mucinous Adenocarcinoma,0.11912816042152335
Anastomosis,0.07228601204774777
Cerebral atrophy,0.055462185190545646
Acute Megakaryocytic Leukemias,0.08292969476057736
Cryptorchidism,0.04574778541460458
Dry Eye Syndromes,0.12058398127646881
Myotonic Dystrophy,0.0633962945682482
Endometriosis of uterus,0.14458007936967035
Hemangiosarcoma,0.10808357959289996
Skin callus,0.09339808117970336
Episodic Kinesigenic Dyskinesia 1,0.13152551087104217
Luminal A Breast Carcinoma,0.09753883759487453
Follicular adenoma,0.08457170313956963
Membranous glomerulonephritis,0.07081735719105557
"Malaria, Falciparum",0.06937885654134196
"Melanoma, B16",0.14906026359013777
Advanced breast cancer,0.10822813959527969
Pituitary Adenoma,0.12383597554027222
Childhood Oligodendroglioma,0.08320269975679652
Adult Oligodendroglioma,0.08031989508048987
Thrombophilia,0.09597406602918707
Bloom Syndrome,0.12421807627470663
Dyskinetic syndrome,0.06598162706589387
Mucoepidermoid Carcinoma,0.1292684862388703
Klinefelter Syndrome,0.05976101018732602
Squamous cell carcinoma of oropharynx,0.12727490852814446
Varicosity,0.12939653865101025
Marijuana Abuse,0.07461610048347643
Childhood Ependymoma,0.06634725509537662
Acute respiratory distress,0.0983255326770014
Diphtheria,0.08654109266172381
Mixed anxiety and depressive disorder,0.0530377132239061
Pilocytic Astrocytoma,0.09335209672376392
Metastatic Renal Cell Cancer,0.08997461859602335
Fibroadenoma,0.09251029332856951
Malignant Fibrous Histiocytoma,0.12148968543652452
Childhood Hepatocellular Carcinoma,0.0856152912913104
Lymphocytic Choriomeningitis,0.11886520176961217
Stable angina,0.11081267169747465
Metastatic Renal Cell Carcinoma,0.09117854535041527
"Malaria, Cerebral",0.11385116871745617
Adult Hepatocellular Carcinoma,0.08761700480862938
Newly Diagnosed Childhood Ependymoma,0.07078058639282239
Adult Ependymoma,0.06299093760918067
Childhood Liposarcoma,0.12022492976824543
Adrenal Cortical Adenoma,0.09723674241198207
Adult Liposarcoma,0.11413015699134715
Gaucher Disease,0.05997585262549885
Hemophilia A,0.11077393667789298
Hairy Cell Leukemia,0.10188682738271104
Multiple Endocrine Neoplasia Type 1,0.06362130501954373
Early-Stage Breast Carcinoma,0.10897729070862716
Adult Leiomyosarcoma,0.10119394732497546
"Lymphoma, Large-Cell, Follicular",0.09028035445148866
Proliferative vitreoretinopathy,0.17402188354062967
NEUROTICISM,0.06563515630297272
Infectious Otitis Media,0.11430605061276454
Childhood Leiomyosarcoma,0.09610842310815597
Plasmacytoma,0.13816085481342813
Parasitemia,0.08709663377287376
Dysmorphic features,0.04241748271875732
Metastatic castration-resistant prostate cancer,0.11131257338175188
Teratocarcinoma,0.06435463012704912
SVEINSSON CHORIORETINAL ATROPHY,0.09513722763986511
MAJOR AFFECTIVE DISORDER 1,0.04765865767432866
Motor neuron atrophy,0.06241121935206031
Chikungunya Fever,0.07799118019395673
Cancer of Nasopharynx,0.12029454592051798
MAJOR AFFECTIVE DISORDER 4,0.049258160946532854
MAJOR AFFECTIVE DISORDER 6,0.04914522168071553
Lipodystrophy,0.09610698093077039
Photoreceptor degeneration,0.12787091673766163
Acromegaly,0.06606351662598961
Endometrial Hyperplasia,0.12974840695124137
Myelodysplasia,0.07920622635825281
"Ataxia, Spinocerebellar",0.06444988827708883
Premature aging syndrome,0.09653094282935493
Malignant neoplasm of nasopharynx,0.11083912575794837
Chordoma,0.10116064110345013
Undifferentiated carcinoma,0.09805193400021488
Epileptic encephalopathy,0.03948657188127249
"Muscular Dystrophy, Facioscapulohumeral",0.06690836464263746
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,0.09573993992554572
Non-arthropod borne lymphocytic choriomeningitis,0.1039126845659457
Machado-Joseph Disease,0.06983365529209733
Marinesco-Sjogren syndrome,0.0891455071189811
Actinic keratosis,0.09832075573457809
Xeroderma Pigmentosum,0.10501900097054027
NONAKA MYOPATHY,0.12752191116636577
Childhood Anaplastic Large Cell Lymphoma,0.18737373995634524
Spina Bifida,0.08134061493943102
"Adenocarcinoma, Endometrioid",0.07004128900118728
Keloid,0.12472943166949042
Dissection of aorta,0.09223695242528347
"ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 1",0.17390561479024627
Diabetic peripheral neuropathy,0.1031640067471419
Hepatolenticular Degeneration,0.07939766685536279
"Mental Retardation, X-Linked",0.04025042680035509
Adult Anaplastic Large Cell Lymphoma,0.19171639155085868
Viral myocarditis,0.17526698397823512
Werner Syndrome,0.11657519540276677
Keratitis,0.14340107814451208
Cavernous Hemangioma of Brain,0.09273093375082907
Osteitis Deformans,0.09181367835310826
Cholesteatoma,0.16691622971839515
Neurofibromatosis 2,0.11991364226118421
Cutaneous Mastocytosis,0.12564654363946903
"Hepatitis, Alcoholic",0.09351542860486811
Cystitis,0.08895446579796719
"Bulbo-Spinal Atrophy, X-Linked",0.07628459667648937
Acoustic Neuroma,0.1540287598291002
Leigh Disease,0.05091721525167241
Parathyroid Adenoma,0.07865109656559711
hiv-infection/aids,0.05606495777177838
Marfan Syndrome,0.11496864461423086
Thromboangiitis Obliterans,0.11550903006245303
M5b Acute differentiated monocytic leukemia,0.07642915935297888
Malignant Testicular Germ Cell Tumor,0.07052779970556335
Benign melanocytic nevus,0.08945692558717011
Granulomatosis with polyangiitis,0.08497263579948906
Rabies (disorder),0.08671280175246558
Abnormality of the skeletal system,0.06714803861432314
Carotid Stenosis,0.07615721569330264
Protein Deficiency,0.07745684376942377
neurofibroma,0.11991470059095123
Undifferentiated leukemia,0.0802248510778124
Essential Tremor,0.0537631894633613
FRIEDREICH ATAXIA 1,0.057624416457478345
Bullous pemphigoid,0.1326567991345734
Acute Undifferentiated Leukemia,0.0841915004060963
Childhood T Acute Lymphoblastic Leukemia,0.10620493670774604
Fibrillation,0.04590779510377947
Creutzfeldt-Jakob disease,0.052487128339226974
Cushing Syndrome,0.09546986394294095
High grade serous carcinoma,0.09740360162178079
Right Ventricular Hypertrophy,0.07856701026565614
Japanese Encephalitis,0.08592790288471992
Well Differentiated Pancreatic Endocrine Tumor,0.07205598562528917
Dystrophia myotonica 2,0.058161811020312065
Blood spots,0.0387514783126692
Adenomatous Polyps,0.13097921306064347
Asthenozoospermia,0.06286189884394461
Optic Atrophy 1,0.06085476865177858
Desmoplastic,0.08523651308018756
Ewings sarcoma-primitive neuroectodermal tumor (PNET),0.0868576605864867
AICARDI-GOUTIERES SYNDROME,0.08836811635310424
Cleft palate with cleft lip,0.0616387628324013
Atherothrombosis,0.0840657752159927
Marginal Zone B-Cell Lymphoma,0.10203674037703087
Avellino corneal dystrophy,0.18654820128308944
Progeria,0.0755709587862941
Severe Dengue,0.10999093600245928
Bronchioloalveolar Adenocarcinoma,0.08943624659194702
Autoimmune arthritis,0.0983655003868207
West Syndrome,0.046894945062222713
"Hyperparathyroidism, Primary",0.06818965435557937
Van der Woude syndrome,0.10670934489966095
GRN-related frontotemporal dementia,0.05103082001572386
Giant Cell Tumor of Bone,0.18183814283950686
Embryonal Rhabdomyosarcoma,0.10541409739043858
Alveolar rhabdomyosarcoma,0.11372222806320725
Oropharyngeal Carcinoma,0.119305455156893
"Amyotrophic Lateral Sclerosis, Sporadic",0.04702976331060097
High-Grade Prostatic Intraepithelial Neoplasia,0.08999814331088762
"Adenocarcinoma, Clear Cell",0.07802446240074021
Pituitary-dependent Cushing's disease,0.13149122219291676
Pemphigus Vulgaris,0.1410404958471319
Severe Acute Respiratory Syndrome,0.10579535083191899
Cancer cachexia,0.11792341120373992
"AURAL ATRESIA, CONGENITAL",0.11104161236998765
Measles,0.12001345783420497
Toxoplasmosis,0.1124077221542713
"Cystadenocarcinoma, Serous",0.08321109443294779
Angioimmunoblastic Lymphadenopathy,0.1316691621953895
Malignant neoplasm of colon stage IV,0.09348000352378907
"Lymphohistiocytosis, Hemophagocytic",0.05912738764241997
Alcohol or Other Drugs use,0.04651965263465776
Otitis Media,0.1167578653369736
Vesicular Stomatitis,0.0831548702988431
"stage, non-small cell lung cancer",0.12014432904248014
Pelvic Organ Prolapse,0.11971655418897173
