Entrez_A	Entrez_B	Score	ID
5202	5203	1.0	915
11252	6767	1.0	914
23016	54512	1.0	913
5413	55752	1.0	1179
5704	9861	1.0	1181
10849	64425	1.0	787
5685	5690	1.0	1451
10735	9126	1.0	1449
54797	9442	1.0	1448
9282	9442	1.0	1446
11340	5394	1.0	1445
162	164	1.0	1444
3181	3188	1.0	1443
5709	5710	1.0	1442
10421	9343	1.0	1441
10025	5469	1.0	1440
5692	5695	1.0	1439
10575	6950	1.0	1438
126133	51071	1.0	1437
220988	3188	1.0	1436
65123	79035	1.0	1435
5686	5690	1.0	1434
5688	5692	1.0	1433
9440	9862	1.0	1432
26019	65109	1.0	1431
5687	5690	1.0	1430
5431	5433	1.0	1429
5093	5094	1.0	1450
3181	3187	1.0	1452
10393	29945	1.0	1378
1314	9276	1.0	1453
23521	6217	1.0	1474
2280	29114	1.0	1473
515	539	1.0	1472
11157	57819	1.0	1471
5690	5696	1.0	1470
1457	1459	1.0	1469
29920	5831	1.0	1468
605	6595	1.0	1467
5694	5695	1.0	1466
5717	5718	1.0	1465
10735	5885	1.0	1464
26121	9129	1.0	1463
4175	79892	1.0	1462
5686	5694	1.0	1461
1107	9219	1.0	1460
1933	1936	1.0	1459
5709	9861	1.0	1458
5700	5710	1.0	1457
144983	3187	1.0	1456
10095	10109	1.0	1455
1968	8894	1.0	1454
4798	93973	1.0	1428
26173	55726	1.0	1427
6605	8289	1.0	1426
5702	5707	1.0	1425
5684	5690	1.0	1400
6801	7871	1.0	1399
1737	4967	1.0	1398
10622	10623	1.0	1397
29079	9440	1.0	1396
84321	9984	1.0	1395
54107	5426	1.0	1394
1778	1783	1.0	1393
8662	8665	1.0	1392
5709	5714	1.0	1391
5928	5931	1.0	1390
5701	5707	1.0	1389
27127	9126	1.0	1388
5689	5695	1.0	1387
9439	9862	1.0	1386
1487	1488	1.0	1385
197370	56160	1.0	1384
10213	5708	1.0	1383
27043	81887	1.0	1382
10540	84516	1.0	1381
5433	5438	1.0	1380
57492	6599	1.0	1401
8932	9219	1.0	1402
6598	6601	1.0	1403
5202	5204	1.0	1415
51386	8662	1.0	1424
5977	8289	1.0	1422
5687	5692	1.0	1421
10594	24148	1.0	1420
8891	8893	1.0	1419
55666	7353	1.0	1418
11157	27258	1.0	1417
10735	8243	1.0	1416
6599	8110	1.0	1414
4236	84950	1.0	1404
6950	908	1.0	1413
1107	57504	1.0	1412
79228	8563	1.0	1411
10213	5704	1.0	1410
2071	2966	1.0	1409
6604	9275	1.0	1408
11336	55770	1.0	1407
4171	4173	1.0	1406
5686	5695	1.0	1405
6175	6176	1.0	1475
10093	10552	1.0	1476
522	539	1.0	1477
3798	89953	1.0	1526
10095	81873	1.0	1548
6125	6210	1.0	1547
5201	5202	1.0	1546
6135	6191	1.0	1545
2173	6876	1.0	1544
6157	6187	1.0	1543
6209	6228	1.0	1542
23521	6141	1.0	1541
2173	29114	1.0	1540
23521	6135	1.0	1539
3798	3831	1.0	1538
51031	6647	1.0	1537
5375	8407	1.0	1536
6132	6188	1.0	1535
2173	8407	1.0	1534
11157	23658	1.0	1533
6135	6203	1.0	1532
5203	7411	1.0	1531
6132	6209	1.0	1530
3799	3831	1.0	1529
2171	29114	1.0	1528
11222	51073	1.0	1549
5682	5702	1.0	1550
10552	81873	1.0	1551
6122	6209	1.0	1563
6188	6205	1.0	1572
23521	6222	1.0	1571
2171	6876	1.0	1570
6135	6136	1.0	1569
6135	6205	1.0	1568
6122	6188	1.0	1567
3800	89953	1.0	1566
3800	64837	1.0	1565
23658	57819	1.0	1564
6208	6210	1.0	1562
5688	5701	1.0	1552
51690	57819	1.0	1561
10092	10095	1.0	1560
3800	3831	1.0	1559
2170	6876	1.0	1558
2170	8407	1.0	1557
6188	6209	1.0	1556
6135	6217	1.0	1555
6143	6188	1.0	1554
27258	51691	1.0	1553
6135	6209	1.0	1527
10640	54536	1.0	1525
51371	5686	1.0	1478
25804	51691	1.0	1524
10092	10109	1.0	1499
10471	5201	1.0	1498
513	539	1.0	1497
6612	8407	1.0	1496
25804	27258	1.0	1495
2023	811	1.0	1494
3799	64837	1.0	1493
2281	6876	1.0	1492
2281	8407	1.0	1491
6125	6135	1.0	1490
6187	6210	1.0	1489
6135	6188	1.0	1488
2281	29114	1.0	1487
29114	6612	1.0	1486
10092	10097	1.0	1485
4736	6136	1.0	1484
6135	6208	1.0	1483
2960	2961	1.0	1482
2280	8407	1.0	1481
3030	3032	1.0	1480
10109	81873	1.0	1479
6135	6210	1.0	1500
3799	89953	1.0	1501
10097	81873	1.0	1502
7329	7341	1.0	1514
891	983	1.0	1523
6135	6147	1.0	1522
6135	6143	1.0	1521
2027	811	1.0	1520
11047	5707	1.0	1519
498	509	1.0	1518
6635	6636	1.0	1517
2026	811	1.0	1516
23658	51690	1.0	1515
6133	6135	1.0	1513
2280	6876	1.0	1503
9133	983	1.0	1512
1736	54433	1.0	1511
10093	10109	1.0	1510
10471	5203	1.0	1509
5501	5504	1.0	1508
51382	529	1.0	1507
10476	515	1.0	1506
29780	3611	1.0	1505
6135	6187	1.0	1504
10621	171568	1.0	1379
6598	8110	1.0	1377
51659	64785	1.0	1182
10213	5714	1.0	1254
10213	5711	1.0	1252
116143	5202	1.0	1251
10421	10594	1.0	1250
22948	908	1.0	1249
4174	4176	1.0	1248
55339	8189	1.0	1247
1778	51143	1.0	1246
10623	661	1.0	1245
10693	6950	1.0	1244
3182	3184	1.0	1243
51160	79720	1.0	1242
2280	654364	1.0	1241
10025	55588	1.0	1240
605	6603	1.0	1239
8663	8665	1.0	1238
112950	219541	1.0	1237
5352	79709	1.0	1236
8663	8664	1.0	1235
5977	6605	1.0	1234
10787	8936	1.0	1233
1936	1937	1.0	1232
3646	51386	1.0	1253
6603	9275	1.0	1255
11336	55763	1.0	1376
283899	54617	1.0	1256
654364	6876	1.0	1277
6601	8289	1.0	1276
29894	8189	1.0	1275
10393	8881	1.0	1274
79016	9730	1.0	1273
10421	9129	1.0	1272
5430	5432	1.0	1271
64682	996	1.0	1270
4331	902	1.0	1269
6599	6602	1.0	1268
5683	5696	1.0	1267
10622	661	1.0	1266
1615	7965	1.0	1265
10121	1639	1.0	1264
5700	5701	1.0	1263
10286	56259	1.0	1262
29883	9125	1.0	1261
9442	9862	1.0	1260
29781	54892	1.0	1259
1738	4967	1.0	1258
7529	7533	1.0	1257
2966	2967	1.0	1231
23176	55752	1.0	1230
1615	3735	1.0	1229
6604	8289	1.0	1228
5702	5716	1.0	1203
23176	5413	1.0	1202
55726	92105	1.0	1201
10928	85021	1.0	1200
829	832	1.0	1199
23176	4735	1.0	1198
5710	5714	1.0	1197
6730	6731	1.0	1196
144983	3189	1.0	1195
26039	6599	1.0	1194
5714	5716	1.0	1193
5701	5708	1.0	1192
51013	54512	1.0	1191
10898	29894	1.0	1190
79709	8985	1.0	1189
7529	7531	1.0	1188
8890	8892	1.0	1187
10121	84516	1.0	1186
5700	5718	1.0	1185
10694	908	1.0	1184
219541	5469	1.0	1183
10574	7203	1.0	1204
54797	9282	1.0	1205
8661	8662	1.0	1206
53615	54815	1.0	1218
51692	8189	1.0	1227
5682	5685	1.0	1226
5211	5213	1.0	1225
57187	9984	1.0	1224
10213	5709	1.0	1223
56160	79677	1.0	1222
5436	5441	1.0	1221
25962	79872	1.0	1220
7251	79720	1.0	1219
5977	6599	1.0	1217
5710	5715	1.0	1207
605	6597	1.0	1216
5702	5719	1.0	1215
6727	6731	1.0	1214
7203	908	1.0	1213
5683	5692	1.0	1212
10120	84516	1.0	1211
51386	8661	1.0	1210
2027	654364	1.0	1209
5700	5705	1.0	1208
10801	55752	1.0	1278
5716	5717	1.0	1280
9442	9477	1.0	1329
10885	134430	1.0	1351
10476	539	1.0	1350
5686	5692	1.0	1349
11128	55703	1.0	1348
25942	51742	1.0	1347
5708	5715	1.0	1346
6599	6605	1.0	1345
6602	6605	1.0	1344
53615	9112	1.0	1343
7532	7534	1.0	1342
51160	93343	1.0	1341
5684	5689	1.0	1340
23137	79677	1.0	1339
3178	3187	1.0	1338
5702	5714	1.0	1337
5706	5707	1.0	1336
151011	5413	1.0	1335
7965	9255	1.0	1334
51013	5394	1.0	1333
5204	7411	1.0	1331
5704	5708	1.0	1352
5701	5706	1.0	1353
6597	9275	1.0	1354
10480	3646	1.0	1366
5688	5693	1.0	1375
10594	23020	1.0	1374
4141	5917	1.0	1373
10001	112950	1.0	1372
51371	5695	1.0	1371
57492	8289	1.0	1370
5682	5684	1.0	1369
10001	29079	1.0	1368
6597	6603	1.0	1367
57492	5977	1.0	1365
5709	5713	1.0	1355
57122	79902	1.0	1364
6602	6760	1.0	1363
2071	2968	1.0	1362
5901	5902	1.0	1361
10213	5715	1.0	1360
1478	1479	1.0	1359
2058	7965	1.0	1358
5705	5713	1.0	1357
6603	6605	1.0	1356
5687	5694	1.0	1330
8661	8664	1.0	1328
5977	6602	1.0	1281
5711	80227	1.0	1302
10025	29079	1.0	1301
51434	8697	1.0	1300
6602	6603	1.0	1299
1743	4967	1.0	1298
10025	9862	1.0	1297
10594	9128	1.0	1296
23404	54512	1.0	1295
25896	57508	1.0	1294
5711	5714	1.0	1293
4173	4176	1.0	1292
10001	55588	1.0	1291
11340	23404	1.0	1290
5713	5716	1.0	1289
119504	64682	1.0	1288
5430	5436	1.0	1287
29945	64682	1.0	1286
5705	9861	1.0	1285
4735	989	1.0	1284
3178	3181	1.0	1283
6604	6605	1.0	1282
51386	728689	1.0	1303
171568	55703	1.0	1304
5430	5441	1.0	1305
5469	9862	1.0	1317
29945	8881	1.0	1326
55588	9477	1.0	1325
27043	57418	1.0	1324
4171	4174	1.0	1323
10735	27127	1.0	1322
5431	5441	1.0	1321
1933	1937	1.0	1320
2023	4831	1.0	1319
5690	5693	1.0	1318
5684	5696	1.0	1316
79707	81887	1.0	1306
5702	5711	1.0	1315
6727	6730	1.0	1314
5052	7001	1.0	1313
10421	9416	1.0	1312
6603	6760	1.0	1311
10694	22948	1.0	1310
54623	80349	1.0	1309
26121	9343	1.0	1308
11078	26064	1.0	1307
6878	83860	1.0	788
6760	9274	1.0	1040
5977	6595	1.0	786
30849	5289	1.0	270
4927	8021	1.0	268
7531	7532	1.0	267
55726	81556	1.0	266
51271	7251	1.0	265
1615	4141	1.0	264
6874	6877	1.0	263
5713	80227	1.0	262
6598	6602	1.0	261
1477	1479	1.0	260
57492	6597	1.0	259
1315	22820	1.0	258
26168	54881	1.0	257
4171	4176	1.0	256
3646	8662	1.0	255
79228	9984	1.0	254
7529	7534	1.0	253
3320	3326	1.0	252
2965	728340	1.0	251
10474	112869	1.0	250
6598	6760	1.0	249
9092	9129	1.0	248
10393	996	1.0	269
51433	64682	1.0	271
5701	5716	1.0	197
27043	54881	1.0	272
5682	5695	1.0	293
5700	9861	1.0	292
4172	4175	1.0	291
2975	9328	1.0	290
8891	8892	1.0	289
51742	8819	1.0	288
4831	6876	1.0	287
8243	9126	1.0	286
10992	23450	1.0	285
5706	5711	1.0	284
10419	79084	1.0	283
6599	6604	1.0	282
25896	54973	1.0	281
5685	5693	1.0	280
5685	5689	1.0	279
3735	4141	1.0	278
4174	4175	1.0	277
10200	23016	1.0	276
10844	80097	1.0	275
283899	4798	1.0	274
7532	7533	1.0	273
6601	9274	1.0	247
51013	56915	1.0	246
728689	8665	1.0	245
51659	9837	1.0	244
24148	9092	1.0	219
23016	51013	1.0	218
80145	9984	1.0	217
10048	10296	1.0	216
10120	55860	1.0	215
10093	81873	1.0	214
10092	10093	1.0	213
10286	5356	1.0	212
1639	51164	1.0	211
23047	8243	1.0	210
6921	6923	1.0	209
6595	9274	1.0	208
23511	9688	1.0	207
3611	55742	1.0	206
58525	79813	1.0	205
112950	55588	1.0	204
5682	5686	1.0	203
55763	60412	1.0	202
2146	8726	1.0	201
5702	5708	1.0	200
57492	9274	1.0	199
5686	5693	1.0	220
6878	6881	1.0	221
57492	6601	1.0	222
10735	23244	1.0	234
79009	9188	1.0	243
143471	5683	1.0	242
29079	9282	1.0	241
219541	54797	1.0	240
5682	5683	1.0	239
5686	5688	1.0	238
29079	5469	1.0	237
54881	57418	1.0	236
10163	10787	1.0	235
51692	53981	1.0	233
5095	5096	1.0	223
3376	4141	1.0	232
10421	23020	1.0	231
10594	9129	1.0	230
9092	9416	1.0	229
10084	51729	1.0	228
143471	5690	1.0	227
10693	908	1.0	226
29883	4849	1.0	225
5424	5425	1.0	294
5683	5694	1.0	295
5704	5713	1.0	296
5686	5696	1.0	345
2026	654364	1.0	367
6874	6878	1.0	366
10802	9871	1.0	365
3646	728689	1.0	364
5708	9861	1.0	363
1915	1933	1.0	362
24144	94104	1.0	361
219541	9282	1.0	360
10471	5202	1.0	359
10694	7203	1.0	358
10915	256536	1.0	357
6597	6604	1.0	356
5702	5715	1.0	355
55250	8518	1.0	354
10213	80227	1.0	353
143471	5687	1.0	352
5706	5709	1.0	351
5702	5718	1.0	350
27335	8662	1.0	349
55140	55250	1.0	348
11311	64145	1.0	347
4798	54617	1.0	368
51692	55339	1.0	369
7533	7534	1.0	370
119504	8697	1.0	382
55917	6801	1.0	391
10621	11128	1.0	390
220988	3187	1.0	389
10483	10484	1.0	388
2058	51520	1.0	387
2027	4831	1.0	386
1967	8891	1.0	385
29079	9442	1.0	384
3181	3185	1.0	383
5034	811	1.0	381
1778	1781	1.0	371
10121	51164	1.0	380
80349	9646	1.0	379
5393	5394	1.0	378
6605	6760	1.0	377
123169	54623	1.0	376
5713	5715	1.0	375
6595	9275	1.0	374
27335	8665	1.0	373
6601	8110	1.0	372
53615	9219	1.0	346
3735	5917	1.0	344
5903	5905	1.0	297
80789	92105	1.0	343
29114	4831	1.0	318
6603	8289	1.0	317
7283	85378	1.0	316
219541	9862	1.0	315
9477	9862	1.0	314
29079	9862	1.0	313
1615	9255	1.0	312
1211	1213	1.0	311
10607	10885	1.0	310
10286	988	1.0	309
5710	5718	1.0	308
116092	91748	1.0	307
57187	8563	1.0	306
57504	9219	1.0	305
9129	9416	1.0	304
400569	84246	1.0	303
10120	1639	1.0	302
286053	79677	1.0	301
6788	6789	1.0	300
5688	5694	1.0	299
9343	9416	1.0	298
4735	5413	1.0	319
23404	56915	1.0	320
5701	5709	1.0	321
11157	25804	1.0	333
51520	9255	1.0	342
286053	56160	1.0	340
51082	84172	1.0	339
53981	81608	1.0	338
5685	5692	1.0	337
5438	5441	1.0	336
10093	10095	1.0	335
5394	56915	1.0	334
5702	5710	1.0	332
10483	9632	1.0	322
4173	4174	1.0	331
6599	9274	1.0	330
118460	54512	1.0	329
605	6604	1.0	328
1477	23283	1.0	327
53615	57459	1.0	326
10992	23451	1.0	325
26121	9416	1.0	324
3178	3189	1.0	323
219541	9440	1.0	198
10621	10622	1.0	196
5859	5917	1.0	393
25843	29966	1.0	73
10575	10694	1.0	71
5711	5715	1.0	70
5977	6597	1.0	69
3376	3735	1.0	68
112950	9282	1.0	67
10120	10540	1.0	66
57492	6603	1.0	65
10480	8667	1.0	64
11336	60412	1.0	63
5683	5688	1.0	62
5710	5713	1.0	61
222229	4999	1.0	60
5708	5713	1.0	58
11051	11052	1.0	57
54107	56655	1.0	56
3376	5859	1.0	55
10576	7203	1.0	54
5713	5718	1.0	53
5704	5719	1.0	52
23137	56160	1.0	51
10973	84164	1.0	72
1967	8892	1.0	74
29888	7871	1.0	195
10576	10693	1.0	95
5469	55588	1.0	94
11331	5245	1.0	93
112950	9862	1.0	92
119504	996	1.0	91
10274	23047	1.0	90
11128	661	1.0	89
5706	5708	1.0	88
6601	6603	1.0	87
1314	22820	1.0	86
51466	7408	1.0	85
10025	54797	1.0	84
29127	9493	1.0	83
5716	80227	1.0	82
10540	51164	1.0	81
3646	8663	1.0	80
5689	5693	1.0	79
10111	4361	1.0	78
51164	55860	1.0	77
144983	3185	1.0	76
5688	5689	1.0	50
9328	9330	1.0	49
5704	5718	1.0	48
53981	8189	1.0	47
5711	5717	1.0	22
5709	5717	1.0	21
5713	5717	1.0	20
4141	51520	1.0	19
6604	9274	1.0	18
23352	56888	1.0	17
8890	8893	1.0	16
27125	4298	1.0	15
10006	26999	1.0	14
54797	9440	1.0	13
10576	6950	1.0	12
5683	5687	1.0	11
116143	79657	1.0	10
6627	6629	1.0	9
55011	79657	1.0	8
5700	5716	1.0	7
81857	9862	1.0	6
5426	56655	1.0	5
5707	5714	1.0	4
10810	26999	1.0	3
2968	728340	1.0	2
10621	27297	1.0	23
1457	1460	1.0	24
5682	5689	1.0	25
23020	9128	1.0	37
5977	6760	1.0	45
9862	9969	1.0	44
8661	8663	1.0	43
8563	9984	1.0	42
5203	5204	1.0	41
23028	23186	1.0	40
6599	6603	1.0	39
22938	51645	1.0	38
10426	10844	1.0	36
79577	9646	1.0	26
57492	6760	1.0	35
1477	1478	1.0	34
1615	3376	1.0	32
10025	112950	1.0	31
6597	9274	1.0	30
1937	7407	1.0	29
8661	8665	1.0	28
5683	5690	1.0	27
23020	26121	1.0	97
5710	5719	1.0	98
29114	8407	1.0	99
57492	6605	1.0	170
5704	5714	1.0	169
55140	8518	1.0	168
164	8907	1.0	167
29945	996	1.0	166
5702	5705	1.0	165
6117	6118	1.0	164
5708	5718	1.0	163
54623	79577	1.0	162
6872	6877	1.0	161
10946	8175	1.0	160
9282	9862	1.0	159
10213	5718	1.0	158
1933	7407	1.0	157
5705	5706	1.0	156
197370	79677	1.0	155
5707	5713	1.0	154
5713	9861	1.0	153
6601	6604	1.0	152
9128	9129	1.0	151
51340	57461	1.0	150
81857	9439	1.0	171
10575	22948	1.0	172
219541	55588	1.0	173
10213	5719	1.0	185
51013	5393	1.0	194
5692	5696	1.0	193
4141	9255	1.0	192
10484	9871	1.0	191
79577	80349	1.0	190
5984	5985	1.0	189
143471	5693	1.0	188
29079	54797	1.0	187
6597	6598	1.0	186
57418	81887	1.0	184
55703	55718	1.0	174
5430	5431	1.0	183
5715	5717	1.0	182
10025	9282	1.0	181
23244	8243	1.0	180
10109	10552	1.0	179
8697	8881	1.0	178
2146	23512	1.0	177
6597	6602	1.0	176
5705	5709	1.0	175
5710	9861	1.0	149
10621	55703	1.0	147
526	529	1.0	100
10421	26121	1.0	146
27335	8664	1.0	121
10006	3071	1.0	120
23244	9126	1.0	119
5717	5719	1.0	118
